weight_before,weight_after
67.13023734453557,71.09328308705075
63.567182803056895,67.51373013379244
67.85205544917523,72.90573549600406
68.16421236127843,64.59675895868703
68.44815880824883,69.2467530037168
66.48075858150658,78.49302712527262
67.62644064248515,67.22548284169346
62.339021096047176,68.71329609747961
65.03434726965587,65.23129393002444
69.46541505648784,67.5425559877272
65.73147428448951,66.25937564833873
69.48280999763863,74.29570519958055
70.00365359323824,71.82825378702266
62.781020490757854,63.55027377247978
63.47435066751662,68.23964943883159
70.66817908444028,67.35452769343549
69.01985979423051,71.80445848058885
68.38015914215698,67.3567081700183
64.53664602730777,67.11768158354504
64.26104111118502,69.6733309197734
64.526010238508,65.32819119898983
71.04297690259556,68.0365356989932
61.292563572816306,69.46745795746305
64.69083683656433,74.74488170138304
77.95967119669612,64.61425630476073
74.08246578804398,73.32646044803495
67.11773451385437,65.85614489322481
64.5827355469404,77.30378615036358
80.10270491422568,66.8494454001487
66.23600395596603,80.15974250505208
68.60982638962113,73.67860722232382
68.00101106706002,73.02564875330896
62.79544609855513,73.74606992118603
76.91619342632332,69.44661512716473
70.15427385108924,72.81847719138733
73.74450091461144,73.02524105023302
72.07395016260716,71.8363232310667
61.33282604080983,75.90480790721583
72.8397810937503,72.38916043181301
64.14533083485769,61.89737334609208
64.200830903116,69.9540338907097
71.70568111734457,70.5618310245604
67.72717222207625,76.34163392369675
70.11440757681004,70.86646668310914
70.62359149493633,66.28441123742554
75.05899126721039,70.45696893797158
69.01773757643659,70.67438502481806
77.93817584193671,67.3834418285169
65.75323147134178,68.78596208682382
62.47173056066129,64.56653074427868
70.86345230015232,67.72038158724247
64.25630776077071,73.47024293229117
58.38344617218797,68.21460615693684
66.28676652517697,66.6595476960526
71.04439400764007,61.54198142387208
63.91251754927417,71.68112352611628
73.58512339942665,68.04242186195911
68.41806922047114,71.44998604871745
79.38669685327665,65.687542467019
68.07156201591367,70.57269880628265
69.12353202184944,65.89950881048466
55.30982502901963,72.55998506011626
67.79461835901009,69.99477081033746
73.69221053698925,75.02111139814147
68.0677904676163,76.74896206668596
77.1573003476598,68.63136765891443
61.86202896717703,65.22375465036679
71.93759345069111,74.78124192038095
71.23406045371794,70.9647332851459
65.65070693699346,66.42059333581831
71.43304913717812,64.05923825309034
66.3612715930367,69.6996749766743
61.49269920896414,68.0792587909809
63.89328249624862,63.98591937660924
68.0865220567137,68.3020835734985
63.97841682228726,69.77505252385048
76.47736935008272,64.57066793920839
66.33391322012532,65.16021684971318
74.35817173172921,69.06853844217333
60.03191848809401,72.22607870805214
72.45194769380878,76.62377607897452
62.734768543511514,72.08885315697242
71.55191882793905,71.94123512991287
73.78383882413755,68.01498792132567
77.32484840765535,76.26450409098284
73.1864321207099,72.71251780423862
64.5672432796772,75.36296325058888
72.70150005532172,69.14782582067063
74.71050123289923,68.5362577932307
64.02770850974991,58.550940898998334
71.82190066266972,71.04128381660216
74.72863631232678,73.41759603652929
70.03527628821833,71.61202285375654
69.8723667620663,77.01461535294602
67.741667053355,75.31431853958341
71.34578665064188,76.8680116900544
58.13870576037267,73.06262730591958
63.59046644175811,64.71998985081099
63.87003911455983,71.36471059147216
66.50242423475473,63.04774131705082
67.49388626640253,67.45769879415298
61.868674053364444,73.34838366361618
68.184032055282,65.93049089508395
71.29012428432537,70.13637658234167
72.70012640059889,64.8076397323942
73.88439083846256,75.40202734208624
66.38736614447933,86.93971550137881
63.99834491993124,61.2689177478898
67.27246682169427,65.02048407805015
74.740992474152,69.24481568551748
61.11343894470435,71.56484927621241
62.427035385944166,70.33434266671182
71.58720735150187,64.36167421586259
72.37718696938978,67.57628138850995
72.96643766716765,64.2465382469645
69.67562644944121,78.79712052474434
66.01615495045141,72.01368779399763
72.62866731562079,71.03300252615998
73.6678954767908,81.13564878746556
55.365883682767176,73.3031289529212
74.68464928334956,59.84267302907649
66.88468171638647,70.23659906359731
70.8739154004938,73.14109857693154
68.46027714632015,70.97578467735384
76.4518387522677,68.38471097925462
68.64490683416894,71.0985237409052
73.02795911798594,72.15699277597069
66.80084934710527,75.12276837607621
67.32298692933622,72.33683930251925
73.74316463863343,73.52810274340713
63.10838974084697,67.43673188309326
72.24149423253992,71.61832796593949
74.04573148313301,75.45959821120763
68.50246914066274,78.9751300508798
75.01285490138415,66.513426412855
67.66141577055107,74.07232300083723
65.82037715314995,63.226110471266495
69.94238413439298,74.68638645424365
65.41304371925341,64.30041106358661
67.85899927960888,73.08230860012576
69.05705118180411,67.46530846961527
70.05189057292677,70.59839213826157
64.47528350901203,66.99199983516215
74.6989292813723,74.89306691158765
65.13628693127545,69.07722889484234
66.82597280634499,64.5132346052697
76.12858621193189,70.00309340355707
67.16043778638362,73.02569098101276
64.925315196798,67.67077969251113
67.81778569384142,66.13807832470594
63.442188251746586,75.26629568802828
67.30154637296826,68.74780771511581
62.58387766029152,67.28327113798206
73.78529539738349,69.8080429013518
61.208717040375426,76.71240889084412
68.7404871807396,67.17689918452903
68.09667577995388,79.29188459594062
60.013766874068914,73.50870731164282
68.26157041491093,75.16353797797798
69.7910949755024,63.31485911855548
67.49530055321998,62.26992330026526
74.3716931154429,77.61500525419967
72.22787929191819,70.2202573679808
69.74189186755834,71.16418532479182
66.05352719324961,62.52533859541618
66.17545136012257,69.48090644109388
74.06950196014081,62.609495410229215
59.357209628988265,69.06962081943928
77.4219466393022,72.81884992722946
70.32286844629186,77.33950099747386
65.48004691419493,59.86117517488055
69.96615438526703,71.7721927550806
74.3204317004141,74.36898600252624
69.80932843501685,68.95866252191455
67.45670956789108,78.51676663358634
77.49024573790518,74.88633205140593
64.19901258344494,65.91235225007004
70.53117534903572,70.29983374453177
68.17235890513476,70.85938275960514
62.0136301645614,70.49156984311084
58.13869808715984,70.93024889457759
75.22509888508439,75.96456886614098
72.79459853017124,68.43151863729558
63.2431203211697,73.7963839783206
71.86851486710825,70.78042914705016
82.20444146098907,70.78758801398928
67.57259882064507,66.94547818936807
66.12858168707281,73.34342413981165
68.33699411424561,63.365410059630975
71.113260936183,73.52700609962051
74.39230551877418,59.45985642584725
70.29518142917394,62.9820319095705
71.85761663092055,68.7853474664128
74.70700365630421,69.62931755623472
71.1608681418177,62.518542499775464
69.03392414506419,80.94192669723591
67.07272312467059,73.18499986978841
66.55555483968735,57.94315861834343
59.80242157554346,75.04628289121906
67.54885315592365,68.25451131953864
79.36767694822774,74.03902485900151
67.11487561772199,68.49867438834566
70.80058702240943,56.99177367775151
65.19849483718599,69.94382908073116
77.71366024395532,69.21288105470401
72.95832194649023,73.94415620586896
64.10427365870449,73.75629124698449
74.88882414398506,78.67868705068263
74.37113995396939,67.74035537336148
68.88586146349027,70.79533050112683
69.04925962374598,68.86667262313297
62.34426472904301,68.88491701084529
63.93836561075916,70.53610428099987
72.47211747577383,79.81485880123859
61.28092153219105,74.06446734876052
70.46955296754241,71.24046579801444
61.73608270198286,63.15908221958735
73.95610476843896,70.49440470639985
77.44833085395226,68.14038662281573
78.11027973238507,62.09481251417672
61.80824893112371,67.03527333671293
64.53830315001741,73.02951618631671
67.49386482727519,64.99025309451868
68.19299715246613,70.46728752256331
66.43686616904921,72.97856511419698
74.84779001865121,72.19965517577722
75.6367470708827,66.54377901504951
77.00565293658931,68.84128106167738
74.7300657015427,68.75913777026707
63.95072931490365,74.93211659278751
68.19607255207441,75.96672446183965
66.84091926748549,77.53448429396501
69.12893378327585,66.38732704284658
68.54508137624447,61.83506238272641
74.39421596153791,76.28085842025031
71.40604484162199,67.85713630510463
68.69537193446916,65.69658921926018
61.311318473258105,64.44878000637637
71.05961893893446,79.99342068300768
77.6458496557362,67.91576821724645
64.87670551438424,69.82394193293268
75.27851484346814,64.30159386796345
69.41042470889175,76.23023022350846
63.95004447231546,70.93585183574416
53.64717257914708,68.07648920830118
68.20908686014833,83.35460678165788
68.35462482606897,77.91507004214766
57.260934620529824,72.58885074153544
69.27034727904511,66.70258626758631
78.22951802033838,68.4585087861157
73.2042610924764,65.83387630525522
73.29135228323852,65.72901218180496
73.34295665086184,78.3128195003598
64.02946519663962,71.7317923993396
64.96818995729734,80.75645615850463
68.2188532078344,72.55437123339253
64.36734009052249,64.46016357623176
69.88650819658146,73.71991303609444
65.01292599694996,61.14802559766568
65.10779986942822,75.36729923995617
72.51836591997046,82.03081160202217
75.842650664409,65.8861259185295
64.37716359212017,75.82635753414719
67.50276681115592,62.09345598180516
70.6371042992834,67.5198106503561
76.39866416026615,74.62274564654575
66.5230323135288,72.5993748239085
77.63943533843747,74.04584292828436
71.06992112026242,73.94739777344014
78.22907344156273,69.92007511913839
65.50513327951184,64.95439095996252
76.1368459194165,71.63897384092564
72.59755330816078,80.7492703739557
61.60421208892675,66.1268722086217
66.48983333515223,71.06463041924901
69.24428511993973,62.317719450540146
74.12139153441834,66.64838853066783
65.64756299956517,72.16305315591504
67.43025565951429,66.15213899568978
67.96473329994215,66.20834931189594
69.50033139579438,67.80130641455672
79.32865386529842,79.32290373847306
79.13500319011098,79.14382657918765
62.51099416341163,72.53144209504201
68.26696074870976,60.330746162246136
70.3589794640819,75.35489085328219
75.03078076621297,68.41729324043115
64.2266153874524,59.93467201157837
66.09401836702425,76.14008382175034
70.9457703551911,71.25703352233268
67.9026609517174,76.63906904652517
69.47483543874047,69.84562571505776
76.81224476622366,75.20704911128746
54.84033621158173,61.44339177260248
72.67721263798576,77.17118100290732
72.97266325539287,67.90463823135745
69.20336153370761,66.79897668636038
77.67311186600642,69.03990405630327
65.11704442068542,66.40350823049798
66.51406487676006,65.83746298408707
61.13578211718154,67.69967505164081
64.78693890328165,74.23533068241474
74.9690761168111,65.20434939500628
74.29170161813038,67.24181573456833
66.77926137006928,73.50130025145185
65.13632201199938,72.77512330919511
63.012670485225215,79.92186735549237
68.6958280748374,62.46081392544445
76.2693381771854,70.04383234459696
60.69291468008586,63.840440026429235
69.08024253859836,68.32164062750088
65.00975777431466,75.36602869986775
68.69386031793674,65.9919166180571
67.68656932522305,75.78685661386422
68.33609018765118,70.68654255938394
78.86527762483882,70.34468055276815
76.62674586882163,73.42530311131725
75.2803346202619,67.43841622897472
69.73640005523342,81.93835483113625
70.51623004101408,64.89612000130133
62.32855638877486,70.45393161128453
74.99100252108983,67.90693126639363
63.118636983310275,71.26598614339105
72.91888576318522,72.46005813806003
65.37445029068519,76.46772559344905
66.52591144974221,69.66790519726275
